timestamp,detected_state,inference_time_ms,output_class_0,output_class_1,used_ram,voltage,current_mA,power_W
451552,Ruido,30,0.421875,0.578125,80920,0.0,45.3,48.0
452980,Llanto,20,0.703125,0.296875,80920,1.03,45.1,51.0
454432,Llanto,30,0.59375,0.40625,80920,0.16,69.1,67.0
455815,Llanto,30,0.625,0.375,80920,0.16,69.1,67.0
457237,Llanto,20,0.746094,0.253906,80920,1.24,45.5,49.0
458667,Llanto,30,0.617188,0.382812,80920,0.0,45.0,46.0
460084,Llanto,30,0.667969,0.332031,80920,0.0,45.0,46.0
461497,Llanto,20,0.558594,0.441406,80920,1.03,45.5,128.0
462921,Llanto,30,0.550781,0.449219,80920,1.08,44.9,7.0
464332,Llanto,30,0.847656,0.152344,80920,1.08,44.9,7.0
465765,Ruido,20,0.492188,0.507812,80920,1.02,96.8,95.0
467181,Llanto,30,0.535156,0.464844,80920,1.09,45.7,49.0
468593,Llanto,30,0.921875,0.078125,80920,0.94,45.3,46.0
470020,Ruido,20,0.066406,0.933594,80920,0.94,45.3,46.0
471441,Llanto,30,0.609375,0.390625,80920,1.01,45.0,48.0
472852,Ruido,30,0.070312,0.929688,80920,0.93,45.1,48.0
474280,Ruido,20,0.367188,0.632812,80920,0.93,45.1,48.0
475702,Ruido,30,0.5,0.5,80920,1.03,94.4,102.0
477114,Llanto,30,0.585938,0.414062,80920,0.94,45.1,46.0
478554,Llanto,20,0.765625,0.234375,80920,1.0,76.0,80.0
479962,Llanto,30,0.515625,0.484375,80920,1.0,76.0,80.0
481371,Llanto,30,0.644531,0.355469,80920,0.94,45.0,44.0
482798,Ruido,20,0.007812,0.992188,80920,1.02,45.1,46.0
484222,Llanto,30,0.710938,0.289062,80920,1.02,45.1,46.0
485631,Llanto,30,0.570312,0.429688,80920,1.06,45.1,43.0
487097,Ruido,20,0.449219,0.550781,80920,1.12,93.0,93.0
488482,Llanto,30,0.710938,0.289062,80920,1.12,93.0,93.0
489897,Llanto,30,0.957031,0.042969,80920,0.07,45.2,48.0
491318,Llanto,20,0.652344,0.347656,80920,1.53,45.0,44.0
492741,Ruido,30,0.109375,0.890625,80920,0.96,45.2,46.0
494151,Llanto,30,0.851562,0.148438,80920,0.96,45.2,46.0
495576,Ruido,20,0.421875,0.578125,80920,2.81,44.7,46.0
497001,Llanto,30,0.632812,0.367188,80920,0.2,45.1,48.0
498413,Llanto,30,0.570312,0.429688,80920,0.2,45.1,48.0
499837,Llanto,20,0.824219,0.175781,80920,1.04,44.9,61.0
501264,Ruido,30,0.5,0.5,80920,1.08,45.1,21.0
502680,Ruido,30,0.289062,0.710938,80920,1.03,86.3,69.0
504097,Ruido,20,0.347656,0.652344,80920,1.03,86.3,69.0
505532,Llanto,30,0.617188,0.382812,80920,1.09,45.1,11.0
506935,Ruido,30,0.28125,0.71875,80920,0.98,45.1,46.0
508357,Llanto,20,0.777344,0.222656,80920,0.98,45.1,46.0
509781,Ruido,30,0.183594,0.816406,80920,1.06,45.0,49.0
511193,Ruido,30,0.441406,0.558594,80920,0.94,44.9,46.0
512617,Ruido,20,0.421875,0.578125,80920,0.94,44.9,46.0
514043,Ruido,30,0.289062,0.710938,80920,1.0,95.9,97.0
515461,Ruido,30,0.167969,0.832031,80920,0.97,56.0,52.0
516880,Ruido,20,0.347656,0.652344,80920,0.98,45.0,46.0
518302,Ruido,30,0.367188,0.632812,80920,0.98,45.0,46.0
519715,Llanto,30,0.730469,0.269531,80920,1.04,45.0,43.0
521136,Llanto,20,0.617188,0.382812,80920,1.2,44.6,44.0
522562,Ruido,30,0.390625,0.609375,80920,1.2,44.6,44.0
523972,Llanto,30,0.570312,0.429688,80920,0.88,45.2,44.0
525397,Llanto,20,0.558594,0.441406,80920,1.5,91.5,93.0
526821,Llanto,30,0.535156,0.464844,80920,0.96,45.3,43.0
528232,Llanto,30,0.527344,0.472656,80920,0.96,45.3,43.0
529662,Llanto,20,0.769531,0.230469,80920,1.19,54.0,54.0
531081,Llanto,30,0.949219,0.050781,80920,0.8,45.1,44.0
532492,Llanto,30,0.570312,0.429688,80920,0.8,45.1,44.0
533917,Llanto,20,0.558594,0.441406,80920,1.37,95.0,105.0
535342,Llanto,30,0.792969,0.207031,80920,0.06,45.2,48.0
536753,Llanto,30,0.679688,0.320312,80920,0.06,45.2,48.0
538181,Ruido,20,0.332031,0.667969,80920,2.47,95.4,108.0
539608,Ruido,30,0.414062,0.585938,80920,0.99,45.2,39.0
541014,Llanto,30,0.507812,0.492188,80920,1.03,51.8,95.0
542440,Llanto,20,0.542969,0.457031,80920,1.03,51.8,95.0
543863,Llanto,30,0.527344,0.472656,80920,0.9,52.5,41.0
545272,Llanto,30,0.585938,0.414062,80920,1.03,45.1,49.0
546697,Llanto,20,0.527344,0.472656,80920,1.03,45.1,49.0
548123,Ruido,30,0.40625,0.59375,80920,0.68,45.3,41.0
549532,Llanto,30,0.746094,0.253906,80920,1.04,45.1,57.0
550957,Ruido,20,0.441406,0.558594,80920,1.08,45.1,0.0
552391,Ruido,30,0.046875,0.953125,80920,1.08,45.1,0.0
553792,Ruido,30,0.332031,0.667969,80920,1.02,44.9,46.0
555217,Ruido,20,0.078125,0.921875,80920,1.08,45.2,43.0
556646,Llanto,30,0.746094,0.253906,80920,1.08,45.2,43.0
